title_ru,alt_names,anime_id,status,type,year,age_rating,genres,source,studio,director,dubbing,site_rating,site_votes,site_views,url
Для сердца 2: Другие дни,"['To Heart 2 AD ', ' To Heart 2: Another Days ', ' ToHeart 2 AD ', ' ToHeart 2: Another Days ', ' ToHeart2ad ', ' Для серця 2: Інші дні ', ' トゥハート2']",6023,вышел,OVA,2008,PG-13,"['Этти ', ' Комедия ', ' Романтика']",Неизвестно,['Chaos Project'],['Като Ясухиса'],['Люб. Одноголосый'],5.4,10,5,https://old.yummyani.me/catalog/item/dlya-serdca-2-ova-2
Полицейский-экстрасенс Тёдзё!,"['Choujun! Choujou-senpai ', ' Super Psychic Policeman Chojo ', ' 超巡!超条先輩']",24149,анонс,Сериал,2026,Неизвестно,"['Сёнэн ', ' Комедия ', ' Сверхъестественное']",Манга,['Arvo Animation'],['Ямамото Дзюнъити'],['Unknown'],0.0,0,5,https://old.yummyani.me/catalog/item/choujun-choujou-senpai
"Белого мага, изгнанного из команды героя, подобрал авантюрист ранга S: Этот белый маг слишком нестандартный","[""The White Mage Who Was Banished From the Hero's Party Is Picked Up By an S-Rank Adventurer: This White Mage Is Too Out of the Ordinary! "", ' Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru ', ' Білого мага, вигнаного з команди героя, підібрав авантюрист рангу S: Цей білий маг занадто нестандартний ', ' 勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる ～この白魔導師が規格外すぎる～']",16476,вышел,Сериал,2025,PG-13,"['Приключения ', ' Фэнтези ', ' Магия']",Манга,['Felix Film'],['Тамада Хироси'],"['ТО Дубляжная ', ' Кирилл Кузнецов ', ' Екатерина Дорофеева ', ' Сергей Батарин ', ' Елизавета Родионова ', ' Вилен Ялалетдинов ', ' Дмитрий Ермаков ', ' Мария Логинова ', ' Dream Cast ', ' Inferno_Phantom ', ' Orru ', ' Sergei Vasya ', ' Izzy Mei ', ' Ameria Hime ', ' DES ', ' AniLibria ', ' Cleo-chan ', ' Anzen ', ' Renie ', ' Abe ', ' AniStar ', ' Kiba ', ' Akimy Taiko ', ' AnimeVost']",6.07,1432,759,https://old.yummyani.me/catalog/item/belogo-maga-izgnannogo-iz-komandy-geroya-podobral-avantyurist-ranga-s-etot-belyy-mag-slishkom-nestandartnyy
"Для тебя, Бессмертный 2","['Fumetsu no Anata e Season 2 ', ' To Your Eternity Season 2 ', ' Для тебе, Безсмертний 2 ', ' 不滅のあなたへ Season2']",4642,вышел,Сериал,2022,R-17+,"['Сёнэн ', ' Драма ', ' Приключения ', ' Фэнтези ', ' Сверхъестественное']",Манга,['Drive'],['Саяма Киёко'],"['AniPLague ', ' Eva ', ' Aronilo ', ' Psycho ', ' flower ', ' Паника ', ' Пsих ', ' Kiyoko ', ' Чирик ', ' Daniel ', ' AniJoy ', ' DaшYtka ', ' ShadowWarrior ', ' Mr.Olegro ', ' Попка Огурчика ', ' Heatcliff ', ' Рэйвен ', ' AniRise ', ' Belka ', ' Kioko K ', ' Greed ', ' DW ', ' Салем ', ' Freedub Studio ', ' Shinori ', ' Ocelot ', ' TomKa ', ' Mariarti ', ' Edward ', ' Fronda Studio ', ' Акварелька ', ' NightWillFall ', ' Heby ', ' Yami ', ' Xade ', ' Amazing Dubbing ', ' Гуль ', "" DariaMstitel' "", ' LeslyXer ', ' Dafny ', ' AniLibria ', ' Derenn ', ' Itashi ', ' Amikiri ', ' Anzen ', ' Dream Cast ', ' Jam ', ' Lelik_time ', ' Berserk ', ' Oriko ', ' LampStudio ', ' Baunty ', ' Aiden ', ' Yuki Ra ', ' Bul0сhka ', ' SHIZA Project ', ' DroED ', ' Dancel ', ' Abe ', ' Zariko ', ' AniStar ', ' Ruri ', ' Xelenum ', ' Anything Group ', ' Milirina ', ' Sad_Kit ', ' TAKEOVER Project ', ' GAR ', ' Esmeralda ', ' AnimeVost ', ' Nravel ', ' AniDUB ', ' JAM ', ' SoftBox ', ' FreeDub ', ' Time Media Group ', ' JAM & Dream Cast']",8.6,1695,223,https://old.yummyani.me/catalog/item/dlya-tebya-bessmertnyy-2
Для тебя во всём цвету,"['For You in Full Blossom ', ' Hanazakari no Kimitachi e ', ' Natsu no Ori, Kawaki no Tsuki ', ' The Thirsty Moon, The Cage of Summer ', ' Для тебе у всьому цвіту ', ' 아름다운 그대에게 애장판 ', ' 偷偷爱着你 ', ' 花ざかりの君たちへ']",12613,вышел,Сериал,2026,PG-13,"['Сёдзё ', ' Драма ', ' Комедия ', ' Романтика ', ' Любовный треугольник ', ' Школьная жизнь ', ' Гендерная интрига']",Манга,['Signal.MD'],['Такэмура Нацуки'],"['Crunchyroll ', ' AniLibria ', ' JAM ', ' Kazoku Project ', ' OnWave ', ' SubVost ', ' Манипулятор ', ' KAIJU SOUND']",7.81,244,517,https://old.yummyani.me/catalog/item/dlya-tebya-vo-vsem-tsvetu
Браун и Кенсаку,"['Brown & Kensaku ', ' Браун і Кенсаку ', ' ブラウン＆けんさく']",16796,вышел,ONA,2021,G,['Unknown'],Оригинальная идея,['Unknown'],['Unknown'],['Unknown'],4.5,8,3,https://old.yummyani.me/catalog/item/braun-kensaku
Вещание Сноуфилда: Ненастоящая реклама,"['SFBC ""Fake"" Commercial Film ', ' Мовлення Сноуфілда: Несправжня реклама']",19749,вышел,ONA,2024,PG-13,"['Комедия ', ' Пародия ', ' Фэнтези ', ' Экшен']",Игра,"['A-1 Pictures ', ' Miota']",['Unknown'],['Unknown'],4.32,41,17,https://old.yummyani.me/catalog/item/veshchanie-snoufilda-nenastoyashchaya-reklama
Дьяволёнок: Добро пожаловать на дьявольский остров!,"['Akuma-kun: Yokoso Akuma Land e!! ', ' Akuma-kun: Youkoso Akuma Land e!! ', ' Akuma-kun: Youkoso Akuma Land he!! ', ' Devil Boy: Welcome to Devil Land!! ', ' Дияволятко: Ласкаво просимо на диявольський острів! ', ' 悪魔くん ようこそ悪魔ランドへ!!']",6763,вышел,Короткометражный фильм,1990,G,"['Приключения ', ' Ужасы ', ' Фэнтези ', ' Сверхъестественное']",Манга,['Toei Animation'],['Unknown'],['Unknown'],5.84,25,7,https://old.yummyani.me/catalog/item/dyavolenok-dobro-pozhalovat-na-dyavolskiy-ostrov
3000 лет практики ци,"['3000 років практики ци ', ' I Have Refined Qi For 3000 Years! ', ' Lian Qi Lianle 3000 Nian ', ' Lianqi Lianle 3000 Nian ', ' Qi Refining for 3000 Years ', ' Три тысячи лет практики ци ', ' 炼气练了3000年']",4861,вышел,ONA,2022,PG-13,"['Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен ', ' Не японское']",Новелла,['Foch Films'],['Unknown'],"['AniStar ', ' AniStar & VK']",7.37,106,50,https://old.yummyani.me/catalog/item/3000-let-praktiki-ci
Ханаан,['Canaan'],157,вышел,Сериал,2009,R+,"['Сэйнэн ', ' Приключения ', ' Фантастика ', ' Экшен ', ' Перестрелки ', ' Суперспособности ', ' Сверхъестественное']",Визуальная новелла,['P.A. Works'],['Андо Масахиро'],"['3df voice ', ' Глеб Янышев ', ' Мария Лебедева ', ' Анастасия Чукунова ', ' Александр Аносов ', ' Евгения Андрианова ', ' Альбина Штанина ', ' Иван Тимонин ', ' Мария Яковлева ', ' Евгений Бородаенко ', ' Лана Иванова ', ' Екатерина Филина ', ' Павел Тимонин ', ' SovetRomantica ', ' Krondir ', ' Miteinai ', ' Nari ', ' Ruta ', ' AniDUB ', ' 3df ', ' noir ', ' Onibaku ', ' Eladiel ', ' Zendos ', ' AniLibria ', ' Профессиональный многоголосый']",7.36,109,56,https://old.yummyani.me/catalog/item/canaan
Рояль в лесу,"['Forest of Piano ', ' Piano Forest (TV) ', ' Piano no Mori (TV) ', ' The Perfect World of Kai (TV) ', ' Прекрасный мир Кая [ТВ] ', ' Рояль в лесу [ТВ] ', ' Рояль у лісі']",1262,вышел,Сериал,2018,PG-13,"['Сэйнэн ', ' Драма ', ' Комедия ', ' Приключения ', ' Музыка ', ' Повседневность ', ' Школьная жизнь']",Манга,['Gaina'],['Накатани Гаку'],"['AniDUB ', ' AniLibria ', ' SHIZA Project']",8.15,93,39,https://old.yummyani.me/catalog/item/royal-v-lesu-tv
Голубое семя 2 OVA,"['Blue Seed 2 ', ' Blue Seed 2: Operation Mitama ', ' Blue Seed Beyond ', ' Blue Seed OVA ', ' Блакитне насіння 2 OVA ', ' Голубое семя 2 ', ' ブルーシード 2']",6859,вышел,Неизвестно,1996,R-17+,"['Этти ', ' Детектив ', ' Драма ', ' Комедия ', ' Ужасы ', ' Фантастика ', ' Экшен ', ' Сверхъестественное']",Манга,"['Production I.G ', ' Xebec']",['Камия Дзюн'],"['AniDUB ', ' Persona99']",4.71,14,5,https://old.yummyani.me/catalog/item/goluboe-semya-2-ova
Повесть о конце света 3,"['Record of Ragnarok III ', ' Shuumatsu no Walküre III ', ' Повість про кінець світу 3 ', ' 終末のワルキューレIII']",19297,вышел,ONA,2025,R-17+,"['Сэйнэн ', ' Драма ', ' Приключения ', ' Фэнтези ', ' Божества ', ' Экшен']",Манга,"['Yumeta Company ', ' Maru Animation']",['Хацуми Койти'],"['Youkai Studio ', ' Serenity ', ' Seishiro ', ' Dlaiver ', ' Вова Степанов ', ' EnvoyZ ', ' Seven ', ' Ирина Сокол ', ' Lyonya ', ' Олег Абдуназаров ', ' Никита FSLB ', ' Макар Клепнёв ', ' Максим Иващенко ', ' Кабанчик ', ' Никита Крио ', ' Лина Кайрос ', ' Pinku ', ' Fresh ', ' AniLibria ', ' Dejz ', ' Derenn ', ' SlivciS ', ' MyAska ', ' JazzJack ', ' AniDUB ', ' Shaman ', ' Odissey ', ' jar ', ' Барашек Додо ', ' AniStar ', ' Shiroi Kitsune ', ' Renascendi Voice ', ' PHOENIX DUB']",8.11,786,1,https://old.yummyani.me/catalog/item/povest-o-konce-sveta-3
"Несмотря на то, что я очень робкая благородная девушка, я приняла пари от своего хитрого жениха","[""Even Though I'm a Super Timid Noble Girl "", ' I Accepted the Bet From My Cunning Fiancé ', ' Yowaki Max Reijou nanoni, Ratsuwan Konyakusha-sama no Kake ni Notte Shimatta ', ' Слабка наречена, але я погодилася на ставку мого рішучого нареченого. ', ' 弱気MAX令嬢なのに、辣腕婚約者様の賭けに乗ってしまった']",24241,анонс,Сериал,2015,PG-13,"['Романтика ', ' Фэнтези ', ' Исэкай']",Ранобэ,['Unknown'],['Unknown'],['Unknown'],0.0,0,19,https://old.yummyani.me/catalog/item/yowaki-max-reijou-nanoni-ratsuwan-konyakusha-sama-no-kake-ni-notte-shimatta
Без пульса,"['BEATLESS ', ' Без пульсу ', ' Механическое сердце ', ' Слабый удар']",9719,вышел,Сериал,2018,PG-13,"['Драма ', ' Андроиды ', ' Романтика ', ' Фантастика ', ' Экшен']",Ранобэ,['Diomedea'],['Мидзусима Сэйдзи'],"['AniLibria ', ' Dejz ', ' Cleo-chan ', ' Amikiri ', ' HectoR ', ' AniDUB ', ' KANSAI Studio ', ' SHIZA Project']",7.23,321,35,https://old.yummyani.me/catalog/item/bez-pulsa
Мэйджор 6,"['Major S6 ', ' Мейджор 6 ', ' Мэйджор ТВ-6']",831,вышел,Сериал,2010,PG-13,"['Сёнэн ', ' Драма ', ' Комедия ', ' Спорт']",Манга,['SynergySP'],['Фукусима Тосинори'],"['AniDUB ', ' Ancord']",8.41,58,19,https://old.yummyani.me/catalog/item/mejdzhor-tv-6
"Ван-Пис: Эпизод Сабо — Узы трёх братьев, чудесное воссоединение и унаследованная воля","['One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi ', ' One Piece: Episode of Sabo - Bond of Three Brothers, A Miraculous Reunion and an Inherited Will ', "" Ван-Пис: Епізод Сабо — Узи трьох братів, дивовижне возз'єднання та успадкована воля "", ' ワンピース エピソード オブ サボ ～３兄弟の絆 奇跡の再会と受け継がれる意志～']",1544,вышел,Спешл,2015,PG-13,"['Сёнэн ', ' Приключения ', ' Фэнтези ', ' Экшен']",Манга,['Toei Animation'],['Кога Го'],"['CACTUS team ', ' Get Smart Group ', ' Persona99 ', ' Shoker']",7.92,97,19,https://old.yummyani.me/catalog/item/van-pis-epizod-sabo-uzy-treh-brat-ev-chudesnoe-vossoedinenie-i-unasledovannaya-volya
Лунные странники,"['Moonrakers ', ' Ось місячні мандрівники ', ' ムーンレイカーズ']",11222,вышел,ONA,2014,R-17+,"['Драма ', ' Фантастика ', ' Космос']",Манга,['Pierrot'],['Абэ Нориюки'],"['AniLane ', ' VoiceLand']",6.45,22,7,https://old.yummyani.me/catalog/item/lunnye-stranniki
Далёкий паладин 2,"['Saihate no Paladin 2nd Season ', ' Saihate no Paladin: Tetsusabi no Yama no Ou ', ' The Faraway Paladin: The Lord of Rust Mountains ', ' The Faraway Paladin: The Lord of the Rust Mountains ', ' Паладин издалека 2 ', ' 最果てのパラディン 鉄錆の山の王']",10413,вышел,Сериал,2023,PG-13,"['Приключения ', ' Фэнтези ', ' Экшен ', ' Исэкай']",Ранобэ,['Sunrise Beyond'],['Иванага Акира'],"['SHIZA Project ', ' Viki ', ' lvvsswc ', ' Absentia ', ' Septimus ', ' Skatis ', ' Dream Cast ', ' Berserk ', ' Inferno_Phantom ', ' Mirona ', ' RizzFisher ', ' AniDUB ', ' Cynic ', ' Muroi ', ' HappyCola ', ' AniLibria ', ' Crowley ', ' Hoopoe ', ' Renie ', ' Amazing Dubbing ', ' AniPLague ', ' AniStar ', ' AnimeVost ', ' DubClub ', ' Freedub Studio ', ' HaronMedia ', ' Silver AniAge ', ' КОМНАТА ДИДИ ', ' FreeDub']",7.97,1097,149,https://old.yummyani.me/catalog/item/dalekiy-paladin-2
Музыкальная школа звёзд — OVA 2,"['High School Star Musical ', ' Koukou Hoshi Kageki ', ' Starmu ', ' Starmyu in Halloween ', ' Starmyu OVA (2018) ', ' Музична школа зірок — OVA 2 ', ' Музыкальная школа звёзд в Хэллоуин ', ' スタミュ in ハロウィン']",5665,вышел,OVA,2018,PG,"['Комедия ', ' Музыка ', ' Повседневность ', ' Школьная жизнь']",Оригинал,['C-Station'],['Unknown'],['Люб. Одноголосый'],6.19,16,5,https://old.yummyani.me/catalog/item/muzykalnaya-shkola-zvezd-ova-2
